
Call:
model.avg(object = stse_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
5/6/22/24    5 -22.74 57.63 40.99   0.00
3/7/15/27    5 -22.74 57.63 40.99   0.00
7/12/14/15   5 -22.74 57.63 40.99   0.00
5/12/15/30   5 -22.74 57.63 40.99   0.00
2/4/7/15     5 -22.74 57.63 40.99   0.00
3/4/7/12     5 -22.74 57.63 40.99   0.00
6/9/18/25    5 -22.74 57.63 40.99   0.00
3/29/30      5 -22.74 57.63 40.99   0.00
5/6/24/25    5 -22.74 57.63 40.99   0.00
9/19/29      5 -22.74 57.63 40.99   0.00
3/5/15/27    5 -22.74 57.63 40.99   0.00
4/13/15/19   5 -22.74 57.63 40.99   0.00
5/6/15/22    5 -22.74 57.63 40.99   0.00
2/12/16/22   5 -22.74 57.63 40.99   0.00
6/14/16/18   5 -22.74 57.63 40.99   0.00
5/6/11       5 -22.74 57.63 40.99   0.00
3/6/18/22    5 -22.74 57.63 40.99   0.00
3/7/24/27    5 -22.74 57.63 40.99   0.00
15/29/30     5 -22.75 57.63 40.99   0.00
6/7/9/25     5 -22.75 57.63 40.99   0.00
2/4/7/16     5 -22.75 57.63 40.99   0.00
3/5/16/27    5 -22.75 57.63 40.99   0.00
3/6/18/20    5 -22.75 57.63 40.99   0.00
5/6/15/25    5 -22.75 57.63 40.99   0.00
7/12/14/24   5 -22.75 57.63 40.99   0.00
9/12/19/22   5 -22.75 57.63 40.99   0.00
3/7/16/27    5 -22.75 57.64 40.99   0.00
14/16/19/27  5 -22.75 57.64 40.99   0.00
3/9/29       5 -22.75 57.64 40.99   0.00
3/6/15/18    5 -22.75 57.64 40.99   0.00
2/7/12/19    5 -22.75 57.64 40.99   0.00
9/20/29      5 -22.75 57.64 40.99   0.00
5/7/15/27    5 -22.75 57.64 40.99   0.00
5/6/20/22    5 -22.75 57.64 40.99   0.00
5/19/20/27   5 -22.75 57.64 41.00   0.00
21/28/30     6 -21.26 57.64 41.00   0.00
9/10/14/21   6 -21.26 57.64 41.00   0.00
3/5/24/27    5 -22.75 57.64 41.00   0.00
6/9/24/25    5 -22.75 57.64 41.00   0.00
6/14/18/22   5 -22.75 57.64 41.00   0.00
12/14/19/22  5 -22.75 57.64 41.00   0.00
6/9/16/25    5 -22.75 57.64 41.00   0.00
3/6/18/24    5 -22.75 57.64 41.00   0.00
3/7/25/27    5 -22.75 57.64 41.00   0.00
5/13/29      5 -22.75 57.64 41.00   0.00
6/9/20/25    5 -22.75 57.64 41.00   0.00
12/26/27/28  7 -19.67 57.64 41.00   0.00
4/11/13      5 -22.75 57.64 41.00   0.00
3/5/25/27    5 -22.75 57.64 41.00   0.00
6/10/19/21   6 -21.26 57.64 41.00   0.00
4/12/15/20   5 -22.75 57.64 41.00   0.00
3/6/20/22    5 -22.75 57.64 41.00   0.00
6/14/18/24   5 -22.75 57.64 41.00   0.00
9/18/29      5 -22.75 57.64 41.00   0.00
6/7/14/18    5 -22.75 57.64 41.00   0.00
2/5/12/19    5 -22.75 57.64 41.00   0.00
2/3/5/12     5 -22.75 57.64 41.00   0.00
2/4/7/25     5 -22.75 57.64 41.00   0.00
2/19/20/30   5 -22.75 57.64 41.00   0.00
11/26/27/29  7 -19.67 57.64 41.00   0.00
3/6/15/22    5 -22.75 57.64 41.00   0.00
5/10/19/30   6 -21.27 57.64 41.00   0.00
6/14/18/20   5 -22.75 57.64 41.00   0.00
2/5/10/13    6 -21.27 57.64 41.00   0.00
7/19/24/27   5 -22.75 57.64 41.00   0.00
5/9/12/20    5 -22.75 57.64 41.00   0.00
4/12/20/24   5 -22.75 57.64 41.00   0.00
3/12/15/30   5 -22.75 57.64 41.00   0.00
4/13/15/25   5 -22.75 57.64 41.00   0.00
2/5/12/25    5 -22.75 57.64 41.00   0.00
2/4/5/7      5 -22.75 57.64 41.00   0.00
4/13/15/24   5 -22.75 57.64 41.00   0.00
2/16/22/30   5 -22.75 57.64 41.00   0.00
16/26/27/28  7 -19.67 57.64 41.00   0.00
5/7/24/27    5 -22.75 57.64 41.00   0.00
2/5/9/22     5 -22.75 57.64 41.00   0.00
3/12/13/15   5 -22.75 57.64 41.00   0.00
2/9/14/24    5 -22.75 57.64 41.00   0.00
6/9/15/16    5 -22.75 57.64 41.00   0.00
3/6/22/24    5 -22.75 57.65 41.00   0.00
2/14/20/30   5 -22.75 57.65 41.00   0.00
4/9/19/20    5 -22.75 57.65 41.01   0.00
2/3/20/30    5 -22.75 57.65 41.01   0.00
5/19/24/27   5 -22.75 57.65 41.01   0.00
2/6/10/21    6 -21.27 57.65 41.01   0.00
2/12/22/25   5 -22.75 57.65 41.01   0.00
3/6/15/20    5 -22.75 57.65 41.01   0.00
2/5/7/30     5 -22.75 57.65 41.01   0.00
2/4/11       5 -22.75 57.65 41.01   0.00
9/12/22/25   5 -22.75 57.65 41.01   0.00
2/16/19/30   5 -22.75 57.65 41.01   0.00
6/14/24/25   5 -22.75 57.65 41.01   0.00
10/12/16/30  6 -21.27 57.65 41.01   0.00
3/6/20/24    5 -22.75 57.65 41.01   0.00
2/5/12/15    5 -22.75 57.65 41.01   0.00
13/20/22/24  5 -22.76 57.65 41.01   0.00
2/4/7/24     5 -22.76 57.65 41.01   0.00
7/12/14/22   5 -22.76 57.65 41.01   0.00
3/6/15/24    5 -22.76 57.65 41.01   0.00
2/20/24/30   5 -22.76 57.65 41.01   0.00
5/10/15/30   6 -21.27 57.66 41.01   0.00
5/6/20/25    5 -22.76 57.66 41.01   0.00
4/13/19/24   5 -22.76 57.66 41.01   0.00
2/4/7/19     5 -22.76 57.66 41.01   0.00
5/6/15/24    5 -22.76 57.66 41.01   0.00
2/22/25/30   5 -22.76 57.66 41.01   0.00
4/13/19/25   5 -22.76 57.66 41.02   0.00
2/4/16/25    5 -22.76 57.66 41.02   0.00
5/19/25/27   5 -22.76 57.66 41.02   0.00
6/7/14/25    5 -22.76 57.66 41.02   0.00
7/19/25/27   5 -22.76 57.66 41.02   0.00
5/6/20/24    5 -22.76 57.66 41.02   0.00
12/13/15/24  5 -22.76 57.66 41.02   0.00
5/12/14/24   5 -22.76 57.66 41.02   0.00
2/15/20/30   5 -22.76 57.66 41.02   0.00
13/19/20/22  5 -22.76 57.66 41.02   0.00
5/12/13/15   5 -22.76 57.66 41.02   0.00
3/12/14/22   5 -22.76 57.66 41.02   0.00
6/9/15/24    5 -22.76 57.66 41.02   0.00
13/19/29     5 -22.76 57.66 41.02   0.00
2/16/25/30   5 -22.76 57.66 41.02   0.00
2/9/10/21    6 -21.28 57.66 41.02   0.00
2/5/10/12    6 -21.28 57.66 41.02   0.00
13/20/22/25  5 -22.76 57.66 41.02   0.00
6/7/9/15     5 -22.76 57.66 41.02   0.00
22/26/27/28  7 -19.68 57.66 41.02   0.00
5/7/25/27    5 -22.76 57.66 41.02   0.00
13/24/29     5 -22.76 57.66 41.02   0.00
9/13/20/22   5 -22.76 57.66 41.02   0.00
13/25/29     5 -22.76 57.66 41.02   0.00
4/13/24/25   5 -22.76 57.66 41.02   0.00
 [ reached getOption("max.print") -- omitted 11932 rows ]

Term codes: 
                                     Air 
                                       1 
                                 Bedding 
                                       2 
                   BeddingRecycledManure 
                                       3 
                             BeddingSand 
                                       4 
                          BeddingSawdust 
                                       5 
                               Commodity 
                                       6 
                                      DW 
                                       7 
                                   Equip 
                                       8 
                                  Filter 
                                       9 
        Howoftenarealleyscleanedpermonth 
                                      10 
Howoftenaremilkingunitsrinsedorsanitized 
                                      11 
 Howoftenisbeddingtoppedupchangedperweek 
                                      12 
    Howoftenisthefiltersockchangedperday 
                                      13 
                                 hygiene 
                                      14 
                           I(avghum/100) 
                                      15 
                          I(avgtemp/100) 
                                      16 
                                     ICM 
                                      17 
                                  Manure 
                                      18 
                            PredipIodine 
                                      19 
                          PredipPeroxide 
                                      20 
                                  Silage 
                                      21 
                                    Soil 
                                      22 
                             TailsDocked 
                                      23 
                                    Teat 
                                      24 
                               totalrain 
                                      25 
                                   Towel 
                                      26 
                     UddersClippedFlamed 
                                      27 
                         water_pond_well 
                                      28 
                         Whattypeoftowel 
                                      29 
                                      WW 
                                      30 

Model-averaged coefficients:  
(full average) 
                                                         Estimate Std. Error
(Intercept)                                             2.954e+02  3.141e+05
UddersClippedFlamedY                                    1.675e+02  7.016e+04
BeddingSawdustTRUE                                      2.277e+01  1.338e+04
Equip                                                   1.529e+02  1.352e+05
ICM                                                     2.462e+02  1.003e+05
Air                                                     4.213e+02  2.056e+05
Bedding                                                -3.203e+00  3.290e+03
TailsDockedN                                           -1.812e+01  1.797e+04
TailsDockedY                                           -3.326e+00  6.261e+03
Howoftenarealleyscleanedpermonth90-120                  1.204e+00  4.718e+04
HowoftenarealleyscleanedpermonthAuto                   -2.861e+00  4.760e+04
hygiene                                                -8.146e-01  3.202e+00
Howoftenisthefiltersockchangedperday                   -2.387e-02  1.525e-01
WhattypeoftowelPaper                                   -7.129e-01  1.625e+04
WhattypeoftowelRobot brush                             -4.040e+00  3.871e+04
Teat                                                   -9.317e-01  2.260e+03
I(avgtemp/100)                                          1.930e-01  2.186e+00
Howoftenisbeddingtoppedupchangedperweek                -1.891e-02  2.709e-01
Commodity                                               1.059e-02  2.282e-01
PredipIodineTRUE                                        5.938e-02  9.783e+02
water_pond_wellneither                                 -3.295e+00  1.101e+04
water_pond_wellpond                                    -8.416e+00  1.215e+06
water_pond_wellwell                                     4.237e+00  1.138e+04
PredipPeroxideTRUE                                     -1.959e-01  3.651e+03
BeddingRecycledManureTRUE                              -1.396e-01  1.030e+05
DW                                                     -8.106e-02  1.291e+04
Soil                                                   -3.489e-03  6.119e-02
totalrain                                               1.064e-02  2.218e-01
I(avghum/100)                                           6.081e-02  1.450e+00
WW                                                      1.836e-01  2.084e+03
Towel                                                   2.354e-03  2.405e+02
BeddingSandTRUE                                         2.151e-02  3.186e+02
Manure                                                 -6.128e-04  1.076e-01
Filter                                                 -6.685e-03  1.004e+02
Silage                                                 -5.582e-02  4.651e+05
Howoftenaremilkingunitsrinsedorsanitized3/day           6.427e-02  9.365e+02
Howoftenaremilkingunitsrinsedorsanitizedbetween groups  3.835e-02  7.835e+02
                                                       Adjusted SE z value
(Intercept)                                              3.287e+05   0.001
UddersClippedFlamedY                                     7.327e+04   0.002
BeddingSawdustTRUE                                       1.396e+04   0.002
Equip                                                    1.412e+05   0.001
ICM                                                      1.047e+05   0.002
Air                                                      2.147e+05   0.002
Bedding                                                  3.433e+03   0.001
TailsDockedN                                             1.878e+04   0.001
TailsDockedY                                             6.543e+03   0.001
Howoftenarealleyscleanedpermonth90-120                   4.931e+04   0.000
HowoftenarealleyscleanedpermonthAuto                     4.975e+04   0.000
hygiene                                                  3.245e+00   0.251
Howoftenisthefiltersockchangedperday                     1.548e-01   0.154
WhattypeoftowelPaper                                     1.698e+04   0.000
WhattypeoftowelRobot brush                               4.046e+04   0.000
Teat                                                     2.363e+03   0.000
I(avgtemp/100)                                           2.234e+00   0.086
Howoftenisbeddingtoppedupchangedperweek                  2.768e-01   0.068
Commodity                                                2.331e-01   0.045
PredipIodineTRUE                                         1.024e+03   0.000
water_pond_wellneither                                   1.153e+04   0.000
water_pond_wellpond                                      1.272e+06   0.000
water_pond_wellwell                                      1.192e+04   0.000
PredipPeroxideTRUE                                       3.822e+03   0.000
BeddingRecycledManureTRUE                                1.075e+05   0.000
DW                                                       1.352e+04   0.000
Soil                                                     6.308e-02   0.055
totalrain                                                2.286e-01   0.047
I(avghum/100)                                            1.488e+00   0.041
WW                                                       2.182e+03   0.000
Towel                                                    2.518e+02   0.000
BeddingSandTRUE                                          3.335e+02   0.000
Manure                                                   1.117e-01   0.005
Filter                                                   1.051e+02   0.000
Silage                                                   4.869e+05   0.000
Howoftenaremilkingunitsrinsedorsanitized3/day            9.821e+02   0.000
Howoftenaremilkingunitsrinsedorsanitizedbetween groups   8.217e+02   0.000
                                                       Pr(>|z|)
(Intercept)                                               0.999
UddersClippedFlamedY                                      0.998
BeddingSawdustTRUE                                        0.999
Equip                                                     0.999
ICM                                                       0.998
Air                                                       0.998
Bedding                                                   0.999
TailsDockedN                                              0.999
TailsDockedY                                              1.000
Howoftenarealleyscleanedpermonth90-120                    1.000
HowoftenarealleyscleanedpermonthAuto                      1.000
hygiene                                                   0.802
Howoftenisthefiltersockchangedperday                      0.877
WhattypeoftowelPaper                                      1.000
WhattypeoftowelRobot brush                                1.000
Teat                                                      1.000
I(avgtemp/100)                                            0.931
Howoftenisbeddingtoppedupchangedperweek                   0.946
Commodity                                                 0.964
PredipIodineTRUE                                          1.000
water_pond_wellneither                                    1.000
water_pond_wellpond                                       1.000
water_pond_wellwell                                       1.000
PredipPeroxideTRUE                                        1.000
BeddingRecycledManureTRUE                                 1.000
DW                                                        1.000
Soil                                                      0.956
totalrain                                                 0.963
I(avghum/100)                                             0.967
WW                                                        1.000
Towel                                                     1.000
BeddingSandTRUE                                           1.000
Manure                                                    0.996
Filter                                                    1.000
Silage                                                    1.000
Howoftenaremilkingunitsrinsedorsanitized3/day             1.000
Howoftenaremilkingunitsrinsedorsanitizedbetween groups    1.000
 
(conditional average) 
                                                         Estimate Std. Error
(Intercept)                                             2.954e+02  3.141e+05
UddersClippedFlamedY                                    1.929e+02  7.531e+04
BeddingSawdustTRUE                                      7.983e+01  2.506e+04
Equip                                                   3.681e+02  2.098e+05
ICM                                                     2.471e+02  1.005e+05
Air                                                     6.996e+02  2.650e+05
Bedding                                                -2.481e+01  9.156e+03
TailsDockedN                                           -1.201e+02  4.624e+04
TailsDockedY                                           -2.203e+01  1.611e+04
Howoftenarealleyscleanedpermonth90-120                  2.370e+01  2.093e+05
HowoftenarealleyscleanedpermonthAuto                   -5.631e+01  2.112e+05
hygiene                                                -9.074e+00  6.266e+00
Howoftenisthefiltersockchangedperday                   -5.811e-01  4.925e-01
WhattypeoftowelPaper                                   -1.572e+01  7.628e+04
WhattypeoftowelRobot brush                             -8.908e+01  1.818e+05
Teat                                                   -3.467e+01  1.379e+04
I(avgtemp/100)                                          1.045e+01  1.232e+01
Howoftenisbeddingtoppedupchangedperweek                -1.086e+00  1.748e+00
Commodity                                               5.893e-01  1.598e+00
PredipIodineTRUE                                        4.598e+00  8.608e+03
water_pond_wellneither                                 -8.022e+01  5.433e+04
water_pond_wellpond                                    -2.049e+02  5.995e+06
water_pond_wellwell                                     1.032e+02  5.617e+04
PredipPeroxideTRUE                                     -1.494e+01  3.189e+04
BeddingRecycledManureTRUE                              -1.171e+01  9.432e+05
DW                                                     -6.476e+00  1.154e+05
Soil                                                   -2.848e-01  4.749e-01
totalrain                                               8.813e-01  1.818e+00
I(avghum/100)                                           4.679e+00  1.184e+01
WW                                                      1.402e+01  1.822e+04
Towel                                                   1.608e-01  1.988e+03
BeddingSandTRUE                                         1.846e+00  2.952e+03
Manure                                                 -5.880e-02  1.053e+00
Filter                                                 -6.188e-01  9.655e+02
Silage                                                 -5.724e+00  4.710e+06
Howoftenaremilkingunitsrinsedorsanitized3/day           1.326e+01  1.345e+04
Howoftenaremilkingunitsrinsedorsanitizedbetween groups  7.912e+00  1.125e+04
                                                       Adjusted SE z value
(Intercept)                                              3.287e+05   0.001
UddersClippedFlamedY                                     7.864e+04   0.002
BeddingSawdustTRUE                                       2.615e+04   0.003
Equip                                                    2.191e+05   0.002
ICM                                                      1.049e+05   0.002
Air                                                      2.767e+05   0.003
Bedding                                                  9.555e+03   0.003
TailsDockedN                                             4.833e+04   0.002
TailsDockedY                                             1.684e+04   0.001
Howoftenarealleyscleanedpermonth90-120                   2.187e+05   0.000
HowoftenarealleyscleanedpermonthAuto                     2.207e+05   0.000
hygiene                                                  6.507e+00   1.395
Howoftenisthefiltersockchangedperday                     5.095e-01   1.140
WhattypeoftowelPaper                                     7.975e+04   0.000
WhattypeoftowelRobot brush                               1.900e+05   0.000
Teat                                                     1.442e+04   0.002
I(avgtemp/100)                                           1.277e+01   0.819
Howoftenisbeddingtoppedupchangedperweek                  1.800e+00   0.603
Commodity                                                1.638e+00   0.360
PredipIodineTRUE                                         9.011e+03   0.001
water_pond_wellneither                                   5.688e+04   0.001
water_pond_wellpond                                      6.276e+06   0.000
water_pond_wellwell                                      5.881e+04   0.002
PredipPeroxideTRUE                                       3.339e+04   0.000
BeddingRecycledManureTRUE                                9.842e+05   0.000
DW                                                       1.208e+05   0.000
Soil                                                     4.946e-01   0.576
totalrain                                                1.887e+00   0.467
I(avghum/100)                                            1.220e+01   0.384
WW                                                       1.907e+04   0.001
Towel                                                    2.081e+03   0.000
BeddingSandTRUE                                          3.090e+03   0.001
Manure                                                   1.092e+00   0.054
Filter                                                   1.011e+03   0.001
Silage                                                   4.931e+06   0.000
Howoftenaremilkingunitsrinsedorsanitized3/day            1.411e+04   0.001
Howoftenaremilkingunitsrinsedorsanitizedbetween groups   1.180e+04   0.001
                                                       Pr(>|z|)
(Intercept)                                               0.999
UddersClippedFlamedY                                      0.998
BeddingSawdustTRUE                                        0.998
Equip                                                     0.999
ICM                                                       0.998
Air                                                       0.998
Bedding                                                   0.998
TailsDockedN                                              0.998
TailsDockedY                                              0.999
Howoftenarealleyscleanedpermonth90-120                    1.000
HowoftenarealleyscleanedpermonthAuto                      1.000
hygiene                                                   0.163
Howoftenisthefiltersockchangedperday                      0.254
WhattypeoftowelPaper                                      1.000
WhattypeoftowelRobot brush                                1.000
Teat                                                      0.998
I(avgtemp/100)                                            0.413
Howoftenisbeddingtoppedupchangedperweek                   0.546
Commodity                                                 0.719
PredipIodineTRUE                                          1.000
water_pond_wellneither                                    0.999
water_pond_wellpond                                       1.000
water_pond_wellwell                                       0.999
PredipPeroxideTRUE                                        1.000
BeddingRecycledManureTRUE                                 1.000
